ph_drop,pcycle,interval,emi,final_omegaclc,final_omegaarg,final_sir,final_high_omegaclc,final_high_omegaarg,init_omegaclc,init_omegaarg,init_high_omegaclc,init_high_omegaarg,init_sir
0.2,0,6000,2786.4254022505215,3.783561547309916,1.7464744621305266,66.50518860443813,2.3489671285446203,1.049985201213306,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,2,6000,2954.419855269459,3.7384529275043943,1.7252997927480909,67.0202163450589,2.3327963992765786,1.042608477311741,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0,6000,4596.58273498509,3.2368246225135135,1.4996613758599502,98.30247943828051,2.000230830081898,0.8963379383641475,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,2,6000,4773.001776569309,3.203244024918447,1.483771651622378,98.7797691273841,1.990568072105031,0.8918693647886161,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0,6000,6826.4295818572355,2.776429503225759,1.2911445896908966,144.2277510094454,1.706827213526902,0.7668149569061773,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,2,6000,7010.384782084847,2.7427781491397165,1.2753295461628482,145.8654011477749,1.696163227782747,0.7619514460502121,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
